yearID,W,ERA,RA
1987,98,4.02,735
1987,76,3.84,678
1987,83,3.86,691
1987,73,3.72,675
1987,85,4.63,806
1987,91,4.62,817
1987,91,3.92,720
1987,89,4.36,758
1987,92,3.84,698
1987,81,4.32,789
1987,80,4.18,749
1987,80,4.2,744
1987,65,4.27,763
1987,78,4.49,801
1987,90,3.68,669
1987,95,3.91,693
1987,75,4.63,849
1987,96,3.74,655
1988,54,4.09,741
1988,54,4.54,789
1988,89,3.97,689
1988,75,4.32,771
1988,71,4.12,757
1988,77,3.84,694
1988,87,3.35,596
1988,78,4.16,731
1988,88,3.71,658
1988,82,3.41,631
1988,84,3.65,648
1988,94,2.96,544
1988,91,3.93,672
1988,87,3.45,616
1988,81,3.08,592
1988,85,4.26,748
1988,100,2.91,532
1988,104,3.44,620
1988,65,4.14,734
1988,85,3.47,616
1988,83,3.28,583
1988,68,4.15,744
1988,83,3.39,626
1988,76,3.47,633
1988,70,4.05,735
1988,87,3.8,680
1989,63,3.7,680
1989,87,4,686
1989,83,4.01,735
1989,91,3.28,578
1989,69,4.23,750
1989,93,3.43,623
1989,75,3.73,691
1989,73,3.65,654
1989,59,4.53,816
1989,86,3.64,669
1989,92,3.55,635
1989,77,2.95,536
1989,80,4.28,738
1989,81,3.8,679
1989,81,3.48,630
1989,74,4.5,792
1989,87,3.29,595
1989,99,3.09,576
1989,67,4.04,735
1989,74,3.64,680
1989,89,3.38,626
1989,73,4,728
1989,92,3.3,600
1989,86,3.36,608
1989,83,3.91,714
1989,89,3.58,651
1990,65,4.58,821
1990,76,4.04,698
1990,88,3.72,664
1990,80,3.79,706
1990,94,3.61,633
1990,77,4.34,774
1990,91,3.39,597
1990,77,4.26,737
1990,79,4.39,754
1990,75,3.61,656
1990,75,3.93,709
1990,86,3.72,685
1990,74,4.12,729
1990,74,4.08,760
1990,85,3.37,598
1990,67,4.21,749
1990,91,3.43,613
1990,103,3.18,570
1990,77,4.07,729
1990,95,3.4,619
1990,75,3.68,673
1990,77,3.69,680
1990,85,4.08,710
1990,70,3.87,698
1990,83,3.83,696
1990,86,3.84,661
1991,94,3.49,644
1991,67,4.59,796
1991,84,4.01,712
1991,81,3.69,649
1991,87,3.79,681
1991,77,4.03,734
1991,74,3.83,691
1991,57,4.23,759
1991,84,4.51,794
1991,65,4,717
1991,82,3.92,722
1991,93,3.06,565
1991,95,3.69,652
1991,83,4.14,744
1991,71,3.64,655
1991,71,4.42,777
1991,77,3.56,646
1991,84,4.57,776
1991,78,3.86,680
1991,98,3.44,632
1991,84,3.57,646
1991,83,3.79,674
1991,75,4.03,697
1991,84,3.69,648
1991,85,4.47,814
1991,91,3.5,622
1992,98,3.14,569
1992,89,3.79,656
1992,73,3.58,669
1992,72,3.84,671
1992,86,3.82,690
1992,78,3.39,624
1992,90,3.46,609
1992,76,4.11,746
1992,75,4.6,794
1992,81,3.72,668
1992,72,3.81,667
1992,63,3.41,636
1992,90,3.7,653
1992,92,3.43,604
1992,87,3.25,581
1992,76,4.21,746
1992,72,3.66,653
1992,96,3.73,672
1992,70,4.11,717
1992,96,3.35,595
1992,82,3.56,636
1992,64,4.55,799
1992,72,3.61,647
1992,83,3.38,604
1992,77,4.09,753
1992,96,3.91,682
1993,104,3.14,559
1993,85,4.31,745
1993,80,3.77,698
1993,71,4.34,770
1993,94,3.7,664
1993,84,4.18,739
1993,73,4.51,785
1993,76,4.58,813
1993,67,5.41,967
1993,85,4.65,837
1993,64,4.13,724
1993,85,3.49,630
1993,84,4.04,694
1993,81,3.5,662
1993,71,4.71,830
1993,69,4.45,792
1993,94,3.55,682
1993,88,4.35,761
1993,59,4.05,744
1993,68,4.9,846
1993,97,3.95,740
1993,75,4.77,806
1993,61,4.23,772
1993,82,4.2,731
1993,103,3.61,636
1993,87,4.09,744
1993,86,4.28,751
1993,95,4.21,742
1994,68,3.57,448
1994,63,4.31,497
1994,54,4.93,621
1994,47,5.42,660
1994,67,3.96,498
1994,49,4.47,549
1994,66,3.78,490
1994,66,4.36,562
1994,53,5.15,638
1994,53,5.38,671
1994,51,4.5,576
1994,66,3.97,503
1994,64,4.23,532
1994,58,4.17,509
1994,53,5.68,688
1994,53,4.62,586
1994,74,3.56,454
1994,70,4.34,534
1994,55,4.13,526
1994,51,4.8,589
1994,54,3.85,497
1994,53,4.64,580
1994,47,4.08,531
1994,49,4.99,616
1994,55,3.99,500
1994,53,5.14,621
1994,52,5.45,697
1994,55,4.7,579
1995,90,3.44,540
1995,71,4.31,640
1995,86,4.39,698
1995,78,4.52,697
1995,68,4.85,758
1995,73,4.13,671
1995,85,4.03,623
1995,100,3.83,607
1995,77,4.97,783
1995,60,5.49,844
1995,67,4.27,673
1995,76,4.06,674
1995,70,4.49,691
1995,78,3.66,609
1995,56,5.76,889
1995,65,4.82,747
1995,66,4.11,638
1995,79,4.56,688
1995,69,3.88,618
1995,67,4.93,761
1995,69,4.21,658
1995,58,4.7,736
1995,70,4.13,672
1995,79,4.5,708
1995,67,4.86,776
1995,62,4.09,658
1995,74,4.66,720
1995,56,4.88,777
1996,96,3.52,648
1996,88,5.14,903
1996,85,4.98,921
1996,70,5.3,943
1996,85,4.52,794
1996,76,4.36,771
1996,81,4.32,773
1996,99,4.34,769
1996,83,5.59,964
1996,53,6.38,1103
1996,80,3.95,703
1996,82,4.37,792
1996,75,4.55,786
1996,90,3.46,652
1996,78,5.28,900
1996,80,5.14,899
1996,88,3.78,668
1996,92,4.65,787
1996,71,4.22,779
1996,78,5.2,900
1996,67,4.48,790
1996,73,4.61,833
1996,91,3.72,682
1996,85,5.21,895
1996,68,4.71,862
1996,88,3.97,706
1996,90,4.65,799
1996,74,4.57,809
1997,84,4.52,794
1997,101,3.18,581
1997,98,3.91,681
1997,78,4.85,857
1997,80,4.73,833
1997,68,4.44,759
1997,76,4.41,764
1997,86,4.73,815
1997,83,5.25,908
1997,79,4.56,790
1997,92,3.83,669
1997,84,3.66,660
1997,67,4.7,820
1997,88,3.62,645
1997,68,5,861
1997,78,4.22,742
1997,78,4.14,740
1997,96,3.84,688
1997,88,3.95,709
1997,65,5.48,946
1997,68,4.85,840
1997,79,4.28,760
1997,76,4.98,891
1997,90,4.78,833
1997,90,4.39,793
1997,73,3.88,708
1997,77,4.69,823
1997,76,3.92,694
1998,85,4.49,783
1998,65,4.63,812
1998,106,3.25,581
1998,79,4.74,785
1998,92,4.18,729
1998,80,5.22,931
1998,90,4.47,792
1998,77,4.44,760
1998,89,4.44,779
1998,77,4.99,855
1998,65,4.93,863
1998,54,5.18,923
1998,102,3.5,620
1998,72,5.15,899
1998,83,3.81,678
1998,74,4.63,812
1998,70,4.75,818
1998,65,4.38,783
1998,114,3.82,656
1998,88,3.76,645
1998,74,4.81,866
1998,75,4.64,808
1998,69,3.91,718
1998,98,3.63,635
1998,76,4.93,855
1998,89,4.18,739
1998,83,4.31,782
1998,63,4.35,751
1998,88,4.99,871
1998,88,4.28,768
1999,70,4.79,826
1999,100,3.77,676
1999,103,3.63,661
1999,78,4.77,815
1999,94,4,718
1999,75,4.92,870
1999,67,5.27,920
1999,96,3.98,711
1999,97,4.89,860
1999,72,6.01,1028
1999,69,5.17,882
1999,64,4.9,852
1999,97,3.83,675
1999,64,5.35,921
1999,77,4.45,787
1999,74,5.07,886
1999,63,5,845
1999,68,4.69,853
1999,98,4.13,731
1999,97,4.27,711
1999,87,4.69,846
1999,77,4.92,846
1999,78,4.33,782
1999,74,4.47,781
1999,79,5.24,905
1999,86,4.71,831
1999,75,4.74,838
1999,69,5.06,913
1999,95,5.07,859
1999,84,4.92,862
2000,82,5,869
2000,85,4.35,754
2000,95,4.05,714
2000,74,5.37,913
2000,85,4.23,745
2000,95,4.66,839
2000,65,5.25,904
2000,85,4.33,765
2000,90,4.84,816
2000,82,5.26,897
2000,79,4.71,827
2000,79,4.59,797
2000,72,5.42,944
2000,77,5.48,930
2000,86,4.1,729
2000,73,4.63,826
2000,69,5.14,880
2000,67,5.13,902
2000,87,4.76,814
2000,94,4.16,738
2000,91,4.58,813
2000,65,4.77,830
2000,69,4.94,888
2000,76,4.52,815
2000,91,4.49,780
2000,97,4.21,747
2000,95,4.38,771
2000,69,4.86,842
2000,71,5.52,974
2000,83,5.14,908
2001,75,4.2,730
2001,92,3.87,677
2001,88,3.59,643
2001,63,4.67,829
2001,82,4.15,745
2001,83,4.55,795
2001,88,4.03,701
2001,66,4.77,850
2001,91,4.64,821
2001,73,5.29,906
2001,66,5.01,876
2001,76,4.32,744
2001,93,4.37,769
2001,65,4.87,858
2001,86,4.25,744
2001,68,4.64,806
2001,85,4.51,766
2001,68,4.68,812
2001,95,4.02,713
2001,82,4.07,713
2001,102,3.59,645
2001,86,4.15,719
2001,62,5.05,858
2001,79,4.52,812
2001,116,3.54,627
2001,90,4.18,748
2001,93,3.93,684
2001,62,4.94,887
2001,73,5.71,968
2001,80,4.28,753
2002,99,3.69,644
2002,98,3.92,674
2002,101,3.13,565
2002,67,4.46,773
2002,93,3.75,665
2002,81,4.53,798
2002,67,4.29,759
2002,78,4.27,774
2002,74,4.91,837
2002,73,5.2,898
2002,55,4.92,864
2002,79,4.36,763
2002,84,4,695
2002,62,5.21,891
2002,92,3.69,643
2002,56,4.73,821
2002,94,4.12,712
2002,83,3.97,718
2002,103,3.87,697
2002,75,3.89,703
2002,103,3.68,654
2002,80,4.17,724
2002,72,4.23,730
2002,66,4.62,815
2002,93,4.07,699
2002,95,3.54,616
2002,97,3.7,648
2002,55,5.29,918
2002,72,5.15,882
2002,78,4.8,828
2003,77,4.28,743
2003,84,3.84,685
2003,101,4.1,740
2003,71,4.76,820
2003,95,4.48,809
2003,86,4.17,715
2003,88,3.83,683
2003,69,5.09,886
2003,68,4.21,778
2003,74,5.2,892
2003,43,5.3,928
2003,91,4.04,692
2003,87,3.86,677
2003,83,5.05,867
2003,85,3.16,556
2003,68,5.02,873
2003,90,4.41,758
2003,83,4.01,716
2003,101,4.02,716
2003,66,4.48,754
2003,96,3.63,643
2003,86,4.04,697
2003,75,4.64,801
2003,64,4.87,831
2003,93,3.76,637
2003,100,3.73,638
2003,85,4.6,796
2003,63,4.93,852
2003,71,5.67,969
2003,86,4.69,826
2004,92,4.28,734
2004,51,4.98,899
2004,96,3.74,668
2004,78,4.7,830
2004,98,4.18,768
2004,83,4.91,831
2004,89,3.81,665
2004,76,5.19,907
2004,80,4.81,857
2004,68,5.54,923
2004,72,4.93,844
2004,83,4.1,700
2004,92,4.05,698
2004,58,5.15,905
2004,93,4.01,684
2004,67,4.24,757
2004,92,4.03,715
2004,67,4.33,769
2004,101,4.69,808
2004,71,4.09,731
2004,91,4.17,742
2004,86,4.45,781
2004,72,4.29,744
2004,87,4.03,705
2004,63,4.76,823
2004,91,4.29,770
2004,105,3.75,659
2004,70,4.81,842
2004,89,4.53,794
2004,67,4.91,823
2005,77,4.84,856
2005,90,3.98,674
2005,74,4.56,800
2005,95,4.74,805
2005,99,3.61,645
2005,79,4.19,714
2005,73,5.15,889
2005,93,3.61,642
2005,67,5.13,862
2005,71,4.51,787
2005,83,4.16,732
2005,89,3.51,609
2005,56,5.49,935
2005,95,3.68,643
2005,71,4.38,755
2005,81,3.97,697
2005,83,3.71,662
2005,95,4.52,789
2005,83,3.76,648
2005,88,3.69,658
2005,88,4.21,726
2005,67,4.42,769
2005,82,4.13,726
2005,69,4.49,751
2005,75,4.33,745
2005,100,3.49,634
2005,67,5.39,936
2005,79,4.96,858
2005,80,4.06,705
2005,81,3.87,673
2006,76,4.48,788
2006,79,4.6,805
2006,70,5.35,899
2006,86,4.83,825
2006,90,4.61,794
2006,66,4.74,834
2006,80,4.51,801
2006,78,4.41,782
2006,76,4.66,812
2006,95,3.84,675
2006,78,4.37,772
2006,82,4.08,719
2006,62,5.65,971
2006,89,4.04,732
2006,88,4.23,751
2006,75,4.82,833
2006,96,3.95,683
2006,97,4.41,767
2006,97,4.14,731
2006,93,4.21,727
2006,85,4.6,812
2006,67,4.52,797
2006,88,3.87,679
2006,78,4.6,792
2006,76,4.63,790
2006,83,4.54,762
2006,61,4.96,856
2006,80,4.6,784
2006,87,4.37,754
2006,71,5.03,872
2007,90,4.13,732
2007,84,4.11,733
2007,69,5.17,868
2007,96,3.87,657
2007,72,4.77,839
2007,85,4.04,690
2007,72,4.94,853
2007,96,4.05,704
2007,90,4.32,758
2007,88,4.57,797
2007,71,4.94,891
2007,73,4.68,813
2007,69,4.48,778
2007,94,4.23,731
2007,82,4.2,727
2007,83,4.41,776
2007,79,4.15,725
2007,94,4.49,777
2007,88,4.26,750
2007,76,4.28,758
2007,89,4.73,821
2007,68,4.93,846
2007,89,3.7,666
2007,88,4.73,813
2007,71,4.19,720
2007,78,4.65,829
2007,66,5.53,944
2007,75,4.75,844
2007,83,4,699
2007,73,4.58,783
2008,82,3.98,706
2008,72,4.46,778
2008,68,5.13,869
2008,95,4.01,694
2008,89,4.06,729
2008,97,3.87,671
2008,74,4.55,800
2008,81,4.45,761
2008,74,4.77,822
2008,74,4.9,857
2008,84,4.43,767
2008,86,4.36,743
2008,75,4.48,781
2008,100,3.99,697
2008,84,3.68,648
2008,90,3.85,689
2008,88,4.16,745
2008,89,4.28,727
2008,89,4.07,715
2008,75,4.01,690
2008,92,3.88,680
2008,67,5.08,884
2008,63,4.41,764
2008,61,4.73,811
2008,72,4.38,759
2008,86,4.19,725
2008,97,3.82,671
2008,79,5.37,967
2008,86,3.49,610
2008,59,4.66,825
2009,70,4.42,782
2009,86,3.57,641
2009,64,5.15,876
2009,95,4.35,736
2009,79,4.14,732
2009,83,3.84,672
2009,78,4.18,723
2009,65,5.06,865
2009,92,4.22,715
2009,86,4.29,745
2009,87,4.29,766
2009,74,4.54,770
2009,65,4.83,842
2009,97,4.45,761
2009,95,3.41,611
2009,80,4.83,818
2009,87,4.5,765
2009,103,4.26,753
2009,70,4.45,757
2009,75,4.26,761
2009,93,4.16,709
2009,62,4.59,768
2009,75,4.37,769
2009,85,3.87,692
2009,88,3.55,611
2009,91,3.66,640
2009,84,4.33,754
2009,87,4.38,740
2009,75,4.47,771
2009,59,5,874
2010,65,4.81,836
2010,91,3.56,629
2010,66,4.59,785
2010,89,4.2,744
2010,88,4.09,704
2010,75,4.18,767
2010,91,4.01,685
2010,69,4.3,752
2010,83,4.14,717
2010,81,4.3,743
2010,80,4.08,717
2010,76,4.09,729
2010,67,4.97,845
2010,80,4.04,702
2010,80,4.01,692
2010,77,4.58,804
2010,94,3.95,671
2010,95,4.06,693
2010,79,3.7,652
2010,81,3.56,626
2010,97,3.67,640
2010,57,5,866
2010,90,3.39,581
2010,61,3.93,698
2010,92,3.36,583
2010,86,3.57,641
2010,96,3.78,649
2010,90,3.93,687
2010,85,4.22,728
2010,69,4.13,742
2011,94,3.8,662
2011,89,3.48,605
2011,69,4.89,860
2011,90,4.2,737
2011,79,4.1,706
2011,71,4.33,756
2011,79,4.16,720
2011,80,4.23,760
2011,73,4.43,774
2011,95,4.04,711
2011,72,3.95,702
2011,56,4.51,796
2011,71,4.44,762
2011,86,3.57,633
2011,82,3.54,612
2011,96,3.63,638
2011,63,4.58,804
2011,97,3.73,657
2011,77,4.19,742
2011,74,3.71,679
2011,102,3.02,529
2011,72,4.04,712
2011,71,3.42,611
2011,67,3.9,675
2011,86,3.2,578
2011,90,3.74,692
2011,91,3.58,614
2011,96,3.79,677
2011,81,4.32,761
2011,80,3.58,643
2012,81,3.93,688
2012,94,3.42,600
2012,93,3.9,705
2012,69,4.7,806
2012,85,4.02,676
2012,61,4.51,759
2012,97,3.34,588
2012,68,4.78,845
2012,64,5.22,890
2012,88,3.75,670
2012,55,4.56,794
2012,72,4.3,746
2012,89,4.02,699
2012,86,3.34,597
2012,69,4.09,724
2012,83,4.22,733
2012,66,4.77,832
2012,95,3.84,668
2012,74,4.09,709
2012,94,3.48,614
2012,81,3.83,680
2012,79,3.86,674
2012,76,4.01,710
2012,75,3.76,651
2012,94,3.68,649
2012,88,3.71,648
2012,90,3.19,577
2012,93,3.99,707
2012,73,4.64,784
2012,98,3.33,594
2013,81,3.92,695
2013,96,3.18,548
2013,85,4.2,709
2013,97,3.79,656
2013,63,3.98,723
2013,66,4,689
2013,90,3.38,589
2013,92,3.82,662
2013,74,4.44,760
2013,93,3.61,624
2013,51,4.79,848
2013,86,3.45,601
2013,78,4.23,737
2013,92,3.25,582
2013,62,3.71,646
2013,74,3.84,687
2013,66,4.55,788
2013,85,3.94,671
2013,74,3.77,684
2013,96,3.56,625
2013,73,4.32,749
2013,94,3.26,577
2013,76,3.98,700
2013,71,4.31,754
2013,76,4,691
2013,97,3.42,596
2013,92,3.74,646
2013,91,3.62,636
2013,74,4.25,756
2013,86,3.59,626
2014,64,4.26,742
2014,79,3.38,597
2014,96,3.43,593
2014,71,4.01,715
2014,73,4.29,758
2014,73,3.91,707
2014,76,3.59,612
2014,85,3.56,653
2014,66,4.84,818
2014,90,4.01,705
2014,70,4.11,723
2014,89,3.51,624
2014,98,3.58,630
2014,94,3.4,617
2014,77,3.78,674
2014,82,3.67,657
2014,70,4.57,777
2014,84,3.75,664
2014,79,3.49,618
2014,88,3.22,572
2014,73,3.79,687
2014,88,3.47,631
2014,77,3.27,577
2014,87,3.17,554
2014,88,3.5,614
2014,90,3.5,603
2014,77,3.56,625
2014,67,4.49,773
2014,83,4,686
2014,96,3.03,555
2015,79,4.04,713
2015,67,4.41,760
2015,81,4.05,693
2015,78,4.31,753
2015,76,3.98,701
2015,97,3.36,608
2015,64,4.33,754
2015,81,3.67,640
2015,68,5.04,844
2015,74,4.64,803
2015,86,3.57,618
2015,95,3.73,641
2015,85,3.94,675
2015,92,3.44,595
2015,71,4.02,678
2015,68,4.28,737
2015,83,4.07,700
2015,87,4.03,698
2015,90,3.43,613
2015,68,4.14,729
2015,63,4.69,809
2015,98,3.21,596
2015,74,4.09,731
2015,76,4.16,726
2015,84,3.72,627
2015,100,2.94,525
2015,80,3.74,642
2015,88,4.24,733
2015,93,3.8,670
2015,83,3.62,635
2016,69,5.09,890
2016,68,4.51,779
2016,89,4.22,715
2016,93,4,694
2016,78,4.1,715
2016,103,3.15,556
2016,68,4.91,854
2016,94,3.84,676
2016,75,4.91,860
2016,86,4.24,721
2016,84,4.06,701
2016,81,4.21,712
2016,74,4.28,727
2016,91,3.7,638
2016,79,4.05,682
2016,73,4.08,733
2016,59,5.08,889
2016,84,4.16,702
2016,87,3.57,617
2016,69,4.51,761
2016,71,4.63,796
2016,78,4.21,758
2016,68,4.43,770
2016,86,4,707
2016,87,3.65,631
2016,86,4.08,712
2016,68,4.2,713
2016,95,4.37,757
2016,89,3.78,666
2016,95,3.51,612
2017,93,3.66,659
2017,72,4.72,821
2017,75,4.97,841
2017,93,3.7,668
2017,67,4.78,820
2017,92,3.95,695
2017,68,5.17,869
2017,102,3.3,564
2017,87,4.51,757
2017,64,5.36,894
2017,101,4.12,700
2017,80,4.61,791
2017,80,4.2,709
2017,104,3.38,580
2017,77,4.82,822
2017,86,4,697
2017,85,4.59,788
2017,91,3.72,660
2017,70,5.01,863
2017,75,4.67,826
2017,66,4.55,782
2017,75,4.22,731
2017,71,4.67,816
2017,78,4.46,772
2017,64,4.5,776
2017,83,4.01,705
2017,80,3.97,704
2017,78,4.66,816
2017,76,4.42,784
2017,97,3.88,672
2018,82,3.72,644
2018,90,3.75,657
2018,47,5.18,892
2018,108,3.75,647
2018,62,4.83,848
2018,95,3.65,645
2018,67,4.63,819
2018,91,3.77,648
2018,91,4.33,745
2018,64,4.58,796
2018,103,3.11,534
2018,58,4.94,833
2018,80,4.15,722
2018,92,3.38,610
2018,63,4.76,809
2018,96,3.73,659
2018,78,4.5,775
2018,100,3.78,669
2018,77,4.07,707
2018,97,3.81,674
2018,80,4.14,728
2018,82,4,693
2018,66,4.4,767
2018,89,4.13,711
2018,73,3.95,699
2018,88,3.85,691
2018,90,3.74,646
2018,67,4.92,848
2018,73,4.85,832
2018,82,4.04,682
2019,85,4.25,743
2019,97,4.19,743
2019,54,5.59,981
2019,84,4.7,828
2019,72,4.9,832
2019,84,4.1,717
2019,75,4.18,711
2019,93,3.76,657
2019,71,5.56,958
2019,47,5.24,915
2019,107,3.66,640
2019,59,5.2,869
2019,72,5.12,868
2019,106,3.37,613
2019,57,4.74,808
2019,89,4.4,766
2019,101,4.18,754
2019,103,4.31,739
2019,86,4.24,737
2019,97,3.97,680
2019,81,4.53,794
2019,69,5.18,911
2019,70,4.6,789
2019,68,4.99,893
2019,77,4.38,773
2019,91,3.8,662
2019,96,3.65,656
2019,78,5.06,878
2019,67,4.79,828
2019,93,4.27,724
