Pitches,Year,BA,BABIP,wOBA,xwOBA,xBA,Hits,ABs,Spin Rate,Velocity,W,L,G,BFP,ERA,H,HR,BB,SO,K %,BB %,Hard Hit %,Barrel %,ERA (t+1),xwOBA - wOBA,BFP/G,Luck Adjusted ERA
3378,2016,0.236,0.269,0.312,0.331,0.245,173,733,2311,89.2,11,11,33,818,3.68,173,33,66,184,0.225,0.081,38.7,7.7,5.38,0.019000000000000017,24.78787878787879,3.9799263853576203
3232,2016,0.286,0.322,0.343,0.354,0.277,217,758,2181,88.3,10,11,34,853,5.37,217,23,76,139,0.163,0.089,35.5,6.3,4.19,0.010999999999999954,25.08823529411765,5.062566195862602
3172,2016,0.245,0.262,0.332,0.359,0.259,169,690,2180,88.4,10,4,22,515,4.25,104,20,57,107,0.208,0.111,39.3,9.3,5.63,0.02699999999999997,23.40909090909091,4.48067806844562
2476,2016,0.266,0.316,0.31,0.332,0.267,166,624,1767,88.1,9,13,27,668,3.88,166,18,30,143,0.214,0.045,35,7,4.52,0.02200000000000002,24.74074074074074,4.026927713195424
2062,2016,0.184,0.256,0.204,0.226,0.196,97,526,2330,88.7,12,4,21,544,1.69,97,8,11,172,0.316,0.02,27.3,4.5,2.31,0.02200000000000002,25.904761904761905,2.2690546668609333
2930,2016,0.229,0.283,0.281,0.292,0.23,150,655,2296,84.1,16,11,32,716,3.48,150,20,50,179,0.25,0.07,25.7,5.6,4.22,0.010999999999999954,22.375,3.4287042173186535
1590,2016,0.25,0.286,0.304,0.311,0.256,96,384,2212,86.4,5,9,22,419,3.96,96,10,30,74,0.177,0.072,34.7,5.4,3.75,0.007000000000000006,19.045454545454547,3.968613315092995
985,2016,0.245,0.319,0.292,0.306,0.24,56,229,1912,87.5,1,4,14,255,3.73,56,5,20,66,0.259,0.078,35.2,4.8,2.72,0.014000000000000012,18.214285714285715,3.7605486083218604
2274,2016,0.25,0.306,0.321,0.327,0.234,125,500,2259,89,8,6,25,584,3.85,125,13,62,124,0.212,0.106,31.6,6.2,6.14,0.006000000000000005,23.36,3.8819262525220797
2639,2016,0.266,0.29,0.348,0.355,0.273,155,583,2175,87.3,9,11,31,647,4.39,155,28,53,120,0.185,0.082,30,8.7,2.74,0.007000000000000006,20.870967741935484,4.345473730327731
1717,2016,0.283,0.315,0.333,0.326,0.271,117,414,2003,89.2,6,8,19,461,4.51,117,11,36,70,0.152,0.078,37.5,4.8,4.94,-0.007000000000000006,24.263157894736842,4.342462207555054
2984,2016,0.268,0.303,0.345,0.337,0.252,186,693,2248,91.4,8,16,32,807,4.62,186,25,86,140,0.173,0.107,35.1,5.7,3.49,-0.007999999999999952,25.21875,4.461480422586034
2468,2016,0.298,0.332,0.352,0.347,0.28,175,587,2061,87.8,6,11,25,653,5.07,175,20,55,104,0.159,0.084,33.5,6.1,5.07,-0.0050000000000000044,26.12,4.776539914154028
907,2016,0.313,0.325,0.362,0.396,0.329,76,243,2182,87.1,1,7,12,259,5.95,76,11,13,34,0.131,0.05,43.9,8,5.87,0.03400000000000003,21.583333333333332,5.810456458024656
2931,2016,0.245,0.285,0.296,0.322,0.258,168,685,2132,89,7,11,30,748,3.38,168,19,53,149,0.199,0.071,31.7,5.9,3.28,0.026000000000000023,24.933333333333334,3.53989160528006
2354,2016,0.255,0.316,0.297,0.32,0.262,142,557,2246,90.9,7,8,24,604,3.04,142,15,36,143,0.237,0.06,31.8,6.4,3.53,0.02300000000000002,25.166666666666668,3.3355209358121756
