player_name,Pitches,Average Pitch Speed,Average Effective Pitch Speed,Average Spin Rate,Average Horizontal Break,Average Vertical Break,Average Balls,Average Barrel,Corner %,Total Strikes,Total Balls,Total Hit,Strike Percent,Ball Percent,Hit Percent,BAA,SLGA,BABIPA,wOBAA,mlb_id,salary,yearID,ERA,W,L,ER,Total Wins,Total Loss,Total ER
Clay Buchholz,1716,87.40617715617715,87.58417837507636,2221.1246144355337,-0.26853146853146853,0.7996503496503496,0.7709790209790209,0.0034965034965034965,0.04195804195804196,818,564,334,0.4766899766899767,0.32867132867132864,0.19463869463869463,0.2602739726027397,0.3607305936073059,0.3282674772036474,0.30239316239316244,453329,13000000,2015,3.26,7,7,41,7,7,41
Clayton Kershaw,2896,89.04616712707183,88.48451499118165,2199.6771684169585,-0.18453038674033148,0.9386395027624309,0.7779696132596685,0.0051795580110497235,0.06422651933701658,1495,936,465,0.5162292817679558,0.32320441988950277,0.16056629834254144,0.19972067039106145,0.29329608938547486,0.28794642857142855,0.24627140974967063,477132,33000000,2015,2.13,16,7,55,16,7,55
Clayton Richard,482,89.56970954356846,87.86916666666667,2092.3899371069183,1.133817427385892,0.5371369294605809,0.7510373443983402,0.008298755186721992,0.016597510373443983,201,160,121,0.4170124481327801,0.33195020746887965,0.25103734439834025,0.27611940298507465,0.417910447761194,0.2966101694915254,0.3140287769784173,453385,2000000,2015,3.83,4,2,18,4,2,18
Cody Allen,979,91.9420245398773,91.8621761658031,2437.4012605042017,-0.25173824130879346,0.944478527607362,0.8682328907048008,0.006128702757916241,0.03987730061349693,491,350,138,0.501532175689479,0.3575076608784474,0.14096016343207354,0.2374429223744292,0.3333333333333333,0.37037037037037035,0.2906198347107438,592102,4150000,2015,2.99,2,5,23,2,5,23
Corey Kluber,2657,90.15325555137373,90.22529434105583,2287.0926073131955,-0.24181407602559277,0.8604441098983816,0.7911178020323674,0.00940910801656003,0.04252916823485134,1322,853,482,0.4975536319156944,0.32103876552502825,0.18140760255927738,0.25150602409638556,0.3810240963855422,0.3297180043383948,0.30771830985915494,446372,4700000,2015,3.49,9,16,86,9,16,86
Craig Kimbrel,887,94.72333709131905,94.6054892601432,2481.1129032258063,-0.3773393461104848,0.8426155580608794,0.9323562570462233,0.005636978579481398,0.04284103720405862,444,331,112,0.5005636978579482,0.37316798196166856,0.1262683201803833,0.18848167539267016,0.3089005235602094,0.2897196261682243,0.26360189573459714,518886,11000000,2015,2.58,4,2,17,4,2,17
Dallas Keuchel,3194,86.40006261740764,85.75042789223455,1986.4175291073739,0.6843143393863494,0.817783343769568,0.8885410144020037,0.006261740763932373,0.021603005635566688,1417,1191,586,0.44364433312460866,0.37288666249217284,0.18346900438321853,0.21778350515463918,0.31829896907216493,0.2676056338028169,0.26277442702050663,572971,7250000,2015,2.48,20,8,64,20,8,64
Dan Jennings,740,88.35087956698241,87.58563049853372,2227.3499197431784,0.2820027063599459,0.5324763193504736,0.9,0.004054054054054054,0.02706359945872801,312,292,136,0.42162162162162165,0.3945945945945946,0.1837837837837838,0.2603550295857988,0.34911242603550297,0.3153846153846154,0.30166666666666664,543359,810000,2015,3.99,2,3,25,2,3,25
Daniel Hudson,992,92.43377016129033,92.04819027921407,2349.272240085745,-1.0662298387096774,1.1486895161290323,0.96875,0.014112903225806451,0.038306451612903226,451,375,166,0.45463709677419356,0.3780241935483871,0.16733870967741934,0.24545454545454545,0.39545454545454545,0.3057324840764331,0.30619834710743804,543339,2700000,2015,3.86,4,3,29,4,3,29
Danny Duffy,1996,90.0957894736842,90.17082452431289,2231.0155080213904,0.26395989974937345,1.2853634085213033,0.8977955911823647,0.009519038076152305,0.0456140350877193,928,713,355,0.4649298597194389,0.3572144288577154,0.1778557114228457,0.2678983833718245,0.4226327944572748,0.30149253731343284,0.34371428571428575,518633,4225000,2015,4.08,7,8,62,7,8,62
Darren O'Day,945,84.03185185185185,84.53474025974026,2031.5263157894738,-0.39354497354497353,0.4384126984126984,0.8878306878306879,0.005291005291005291,0.03492063492063492,491,323,131,0.5195767195767196,0.3417989417989418,0.13862433862433862,0.18137254901960784,0.27941176470588236,0.25396825396825395,0.25108597285067874,503285,5854712,2015,1.52,6,2,11,6,2,11
David Hernandez,430,90.0806976744186,89.51796690307329,2291.738154613466,-0.2930232558139535,0.9767441860465116,0.9372093023255814,0.013953488372093023,0.04883720930232558,202,157,71,0.4697674418604651,0.36511627906976746,0.16511627906976745,0.23157894736842105,0.3894736842105263,0.2835820895522388,0.31533333333333335,456696,3900000,2015,4.28,1,5,16,1,5,16
David Phelps,1915,88.09937336814622,86.39404636459432,2189.5187930121756,-0.684751958224543,0.932532637075718,0.8939947780678851,0.006788511749347258,0.026631853785900782,851,683,381,0.4443864229765013,0.3566579634464752,0.1989556135770235,0.2739420935412027,0.40311804008908686,0.30434782608695654,0.3300202839756592,475479,2500000,2015,4.5,4,8,56,4,8,56
David Robertson,914,89.63610503282275,89.64543378995434,2486.1038062283737,0.15700218818380743,0.9664113785557987,0.7910284463894968,0.006564551422319475,0.030634573304157548,483,296,135,0.5284463894967177,0.3238512035010941,0.14770240700218817,0.19907407407407407,0.3333333333333333,0.2890625,0.2571052631578948,502085,11000000,2015,3.41,6,5,24,6,5,24
Dillon Gee,616,85.8512987012987,84.68974358974359,2101.631762652705,-0.7616883116883116,0.6060064935064935,0.7224025974025974,0.008116883116883116,0.04707792207792208,288,182,146,0.4675324675324675,0.29545454545454547,0.237012987012987,0.32934131736526945,0.5089820359281437,0.3597122302158273,0.37960674157303365,518716,2000000,2015,5.9,0,3,26,0,3,26
Doug Fister,1524,84.05977690288714,84.27019867549669,1905.2122229684353,-1.0438320209973753,0.8555774278215224,0.7913385826771654,0.01115485564304462,0.043963254593175856,670,521,333,0.43963254593175854,0.34186351706036744,0.21850393700787402,0.2917771883289125,0.4509283819628647,0.31309904153354634,0.3514320987654321,450729,7000000,2015,4.19,5,7,48,5,7,48
Drew Pomeranz,1323,88.20907029478458,86.32662538699691,2291.7033307513557,0.31020408163265306,0.8173091458805745,0.9606953892668179,0.009070294784580499,0.0672713529856387,601,498,224,0.45427059712774,0.3764172335600907,0.1693121693121693,0.24113475177304963,0.375886524822695,0.2830188679245283,0.31263322884012534,519141,1350000,2015,3.66,5,6,35,5,6,35
Drew Smyly,850,85.8155294117647,84.142874251497,2067.144230769231,0.5718823529411765,1.3598823529411765,0.8741176470588236,0.01411764705882353,0.03529411764705882,437,289,124,0.5141176470588236,0.34,0.14588235294117646,0.19576719576719576,0.35978835978835977,0.25217391304347825,0.28019417475728153,592767,3750000,2015,3.11,5,2,23,5,2,23
Drew Storen,725,89.59751724137931,88.96494992846924,2098.69985141159,-0.32317241379310346,0.5935172413793104,0.7917241379310345,0.005517241379310344,0.05379310344827586,347,259,119,0.4786206896551724,0.35724137931034483,0.16413793103448276,0.20454545454545456,0.2784090909090909,0.28448275862068967,0.26466321243523316,519322,8375000,2015,3.44,2,2,21,2,2,21
Edinson Volquez,2848,88.96927668539325,88.74059511158342,2130.448818897638,-0.8738061797752809,0.6320926966292135,0.8690308988764045,0.011235955056179775,0.0488061797752809,1277,1038,533,0.44838483146067415,0.36446629213483145,0.18714887640449437,0.24885496183206107,0.37404580152671757,0.287378640776699,0.3157534246575342,450172,9500000,2015,3.55,13,9,79,13,9,79
Erasmo Ramirez,2054,87.42750730282376,87.12613240418119,2077.6251896813355,-0.8841285296981499,0.98904576436222,0.8091528724440117,0.007789678675754625,0.03894839337877313,954,690,410,0.4644595910418695,0.3359298928919182,0.19961051606621227,0.23076923076923078,0.34615384615384615,0.271356783919598,0.2946181172291297,541640,2375000,2015,3.75,11,6,68,11,6,68
Ervin Santana,1347,88.98448403860431,88.19117647058823,2105.7267709291627,-0.2671863400148478,1.0602821083890126,0.9168522642910171,0.008908685968819599,0.034892353377876766,578,511,258,0.429101707498144,0.3793615441722346,0.1915367483296214,0.21646341463414634,0.35060975609756095,0.25101214574898784,0.28689944134078216,429722,13500000,2015,4,7,5,48,7,5,48
Evan Scribner,773,85.25498059508409,84.60694259012016,2377.9585561497324,0.04359637774902976,0.7816300129366106,0.6804657179818887,0.018111254851228976,0.03622250970245795,416,216,141,0.538163001293661,0.2794307891332471,0.18240620957309184,0.24102564102564103,0.4666666666666667,0.27692307692307694,0.3157213930348259,519267,807500,2015,4.35,2,2,29,2,2,29
Felix Hernandez,2667,88.29137607799025,87.92105061349693,1994.5478260869565,-0.5635170603674541,0.20532433445819273,0.8117735283089614,0.007124109486314211,0.03562054743157105,1256,923,488,0.4709411323584552,0.3460817397825272,0.18297712785901762,0.22970903522205208,0.35987748851454826,0.2826552462526767,0.2969692737430168,433587,25857143,2015,3.53,18,9,79,18,9,79
Fernando Abad,712,85.56980337078652,84.12151515151515,2161.148091603053,0.4431179775280899,1.0375,0.9410112359550562,0.009831460674157303,0.04353932584269663,330,264,118,0.46348314606741575,0.3707865168539326,0.16573033707865167,0.23529411764705882,0.43790849673202614,0.2616822429906542,0.3238461538461539,472551,1250000,2015,4.15,2,2,22,2,2,22
Fernando Rodriguez Jr.,811,91.1288532675709,90.4479274611399,2404.5703125,-0.2965474722564735,1.1355117139334154,0.935881627620222,0.013563501849568433,0.0468557336621455,403,286,122,0.4969173859432799,0.3526510480887793,0.1504315659679408,0.19428571428571428,0.3028571428571429,0.2605042016806723,0.26185567010309274,451775,1050000,2015,3.84,4,2,25,4,2,25
Fernando Salas,871,88.15866819747417,87.28988095238095,2009.6329268292684,-0.5092996555683122,1.3732491389207808,0.7657864523536165,0.016073478760045924,0.05166475315729047,448,271,152,0.5143513203214696,0.3111366245694604,0.17451205510907003,0.23786407766990292,0.4223300970873786,0.2978723404255319,0.29838709677419356,477569,2400000,2015,4.24,5,2,30,5,2,30
Francisco Liriano,2509,88.79972100438421,88.51861594496155,1975.47448522829,0.7024312475089677,0.7949780789159028,0.9222797927461139,0.007174172977281785,0.022319649262654444,1146,955,408,0.456755679553607,0.3806297329613392,0.1626145874850538,0.21331058020477817,0.3225255972696246,0.2868020304568528,0.2779069767441861,434538,13666667,2015,3.38,12,7,70,12,7,70
Francisco Rodriguez,700,85.57371428571429,85.57097242380262,1912.551515151515,-0.7597142857142857,0.8281428571428572,0.7528571428571429,0.002857142857142857,0.03,358,224,118,0.5114285714285715,0.32,0.16857142857142857,0.16265060240963855,0.25301204819277107,0.20869565217391303,0.20406779661016947,408061,7383481,2015,2.21,1,3,14,1,3,14
Franklin Morales,807,90.65675340768277,88.73396226415095,2221.815286624204,0.3366790582403965,1.119454770755886,0.8983890954151177,0.007434944237918215,0.028500619578686492,329,306,172,0.4076827757125155,0.379182156133829,0.21313506815365552,0.26732673267326734,0.42574257425742573,0.30120481927710846,0.33611872146118726,462985,2000000,2015,3.18,4,2,22,4,2,22
Garrett Richards,2725,92.4280366972477,91.0244543100259,2585.209375,0.07093577981651376,0.5412844036697247,0.8535779816513761,0.009174311926605505,0.05137614678899083,1220,996,509,0.44770642201834865,0.3655045871559633,0.18678899082568806,0.22308892355694226,0.3416536661466459,0.2618556701030928,0.29379694019471486,572070,6425000,2015,3.65,15,12,84,15,12,84
George Kontos,913,88.48247535596933,87.55261932479627,2227.5841836734694,-0.33636363636363636,0.8184008762322016,0.8170865279299014,0.009857612267250822,0.03614457831325301,407,308,198,0.4457831325301205,0.3373493975903614,0.21686746987951808,0.20869565217391303,0.33043478260869563,0.22105263157894736,0.2477685950413223,502004,1150000,2015,2.33,4,4,19,4,4,19
Gio Gonzalez,2566,88.75261106780982,87.89615538646376,2228.342834203131,0.7877240841777085,0.7479345284489478,0.8409976617303195,0.007014809041309431,0.02494154325798909,1171,942,453,0.4563522992985191,0.36710833982852686,0.17653936087295402,0.26138279932546377,0.3524451939291737,0.33408071748878926,0.3091830559757942,461829,12100000,2015,3.79,11,8,74,11,8,74
Glen Perkins,745,90.92456375838925,90.34027397260274,2166.461086637298,0.6824161073825503,1.150201342281879,0.72751677852349,0.012080536912751677,0.08053691275167785,366,224,155,0.4912751677852349,0.3006711409395973,0.2080536912751678,0.24630541871921183,0.4088669950738916,0.2827586206896552,0.29947867298578196,450282,6300000,2015,3.32,3,5,21,3,5,21
Hector Rondon,942,92.84182590233546,92.50774263904034,1998.533515731874,-0.5920382165605096,0.8665605095541401,0.8099787685774947,0.005307855626326964,0.05201698513800425,445,322,175,0.4723991507430998,0.34182590233545646,0.18577494692144372,0.22026431718061673,0.31718061674008813,0.2754491017964072,0.26369294605809124,444468,4200000,2015,1.67,6,4,13,6,4,13
Hector Santiago,2691,87.66413972500929,85.54026315789474,2125.7059282371297,0.7920104050538833,1.3167967298402081,0.9156447417316983,0.011891490152359718,0.0505388331475288,1253,983,455,0.46562616127833517,0.36529171311780007,0.16908212560386474,0.22789115646258504,0.4098639455782313,0.2570093457943925,0.32400304414003045,502327,5000000,2015,3.59,9,9,72,9,9,72
Henderson Alvarez III,334,88.23203592814372,86.6607250755287,1772.340350877193,-0.6646706586826348,0.8919161676646706,0.7664670658682635,0.008982035928143712,0.038922155688622756,122,126,86,0.3652694610778443,0.3772455089820359,0.25748502994011974,0.3111111111111111,0.4111111111111111,0.3333333333333333,0.3355670103092784,506693,4250000,2015,6.45,0,4,16,0,4,16
Hisashi Iwakuma,1469,85.32539142273656,84.43053003533569,1987.679203539823,-0.8499659632402995,0.5475153165418652,0.7297481279782164,0.011572498298162015,0.039482641252552755,697,461,311,0.47447243022464264,0.3138189244383935,0.21170864533696393,0.25,0.4260204081632653,0.2827586206896552,0.30426108374384236,547874,10976096,2015,3.54,9,5,51,9,5,51
Homer Bailey,171,87.53508771929825,87.32985074626866,1799.1278195488721,-0.8783625730994152,1.0257309941520467,0.7894736842105263,0.029239766081871343,0.04093567251461988,61,66,44,0.3567251461988304,0.38596491228070173,0.2573099415204678,0.3404255319148936,0.6170212765957447,0.3170731707317073,0.42387755102040825,456701,18000000,2015,5.56,0,1,7,0,1,7
Ian Kennedy,2500,88.021960000000007,87.72131814483319,2266.838367346939,-0.6494,1.0578,0.8928,0.0136,0.0344,1197,881,422,0.4788,0.3524,0.1688,0.27060931899641577,0.5268817204301075,0.31443298969072164,0.37164451827242523,453178,7500000,2015,4.28,9,15,80,9,15,80
Ivan Nova,1037,89.50723240115718,88.46436893203884,2244.7351509250243,-0.7688524590163934,0.6030858244937319,0.8437801350048216,0.01446480231436837,0.02700096432015429,436,382,219,0.420443587270974,0.36837029893924783,0.2111861137897782,0.26640926640926643,0.4555984555984556,0.28780487804878047,0.35007042253521126,467100,4100000,2015,5.07,6,11,53,6,11,53
J.J. Hoover,993,89.69103726082578,88.85308641975308,2345.7293729372936,-0.194662638469285,0.9908358509566969,1.0312185297079557,0.00906344410876133,0.030211480362537766,445,386,162,0.44813695871097686,0.38872104733131924,0.16314199395770393,0.2079207920792079,0.38613861386138615,0.2348993288590604,0.3048695652173913,543331,1400000,2015,2.94,8,2,21,8,2,21
Jacob deGrom,2509,92.31865284974093,92.66199515347334,2171.5095948827293,-0.6335193304105221,1.0867277799920287,0.8043045037863691,0.007174172977281785,0.04463929852530889,1284,784,441,0.511757672379434,0.3124750896771622,0.17576723794340374,0.2195945945945946,0.3141891891891892,0.28162291169451076,0.25151999999999997,594798,607000,2015,2.54,14,8,54,14,8,54
Jaime Garcia,1477,87.2824644549763,86.88362831858407,2238.4275590551183,0.33879485443466484,0.5725795531482736,0.8036560595802302,0.007447528774542992,0.04129993229519296,662,510,305,0.4482058226134055,0.34529451591062965,0.2064996614759648,0.23076923076923078,0.3209549071618037,0.2727272727272727,0.26878109452736315,448802,11500000,2015,2.43,10,6,35,10,6,35
Jake Arrieta,3129,91.52722914669224,90.77122139864647,2304.1750433275565,-0.4627037392138063,0.6636305528922979,0.8737615851709811,0.003835091083413231,0.041546820070310006,1512,1085,532,0.48322147651006714,0.34675615212527966,0.17002237136465326,0.18513513513513513,0.27297297297297296,0.24660194174757283,0.22991082802547774,453562,10700000,2015,1.77,22,6,45,22,6,45
Jake McGee,501,93.91137724550899,92.9787018255578,2301.987780040733,0.9586826347305389,1.6259481037924153,0.844311377245509,0.00998003992015968,0.05588822355289421,268,160,73,0.5349301397205589,0.3193612774451098,0.14570858283433133,0.17699115044247787,0.2920353982300885,0.24285714285714285,0.22372881355932206,459429,4800000,2015,2.41,1,2,10,1,2,10
