player_name,Pitches,Average Pitch Speed,Average Effective Pitch Speed,Average Spin Rate,Average Horizontal Break,Average Vertical Break,Corner %,SO,BAA,SLGA,BABIPA,wOBAA,mlb_id,salary,yearID
Brett Anderson,120,87.72666666666667,86.76916666666666,2077.883333333333,0.6383333333333333,0.735,0.008333333333333333,4,0.34375,0.5,0.3125,0.3661764705882353,474463,15800000,2016
Brett Cecil,485,88.16412371134021,86.29791231732777,2211.6573875802997,0.3785567010309278,0.5758762886597938,0.002061855670103093,37,0.28225806451612906,0.4435483870967742,0.25,0.3437121212121212,446399,3800000,2016
Brian Matusz,205,86.49170731707318,84.98872549019607,2362.4656084656085,0.26195121951219513,1.4502439024390243,0.004878048780487805,3,0.4146341463414634,0.8780487804878049,0.3055555555555556,0.5844230769230769,451085,3900000,2016
Bryan Morris,282,90.85780141843972,91.4846975088968,2058.1458333333335,-0.6801418439716312,0.7244680851063829,0.0035460992907801418,13,0.23809523809523808,0.4444444444444444,0.1864406779661017,0.3587671232876712,457768,1350000,2016
Bryan Shaw,1080,91.67361111111111,90.80418215613383,2490.6295585412668,0.4249074074074074,0.7462962962962963,9.25925925925926e-4,62,0.2374429223744292,0.3972602739726027,0.20754716981132076,0.3202032520325203,543766,2750000,2016
Bud Norris,1901,90.40105207785376,90.01768743400211,2366.6184767277855,-0.38453445554971066,0.9692793266701736,5.260389268805891e-4,98,0.2649164677804296,0.41766109785202865,0.2396088019559902,0.33426724137931035,502032,2500000,2016
Carlos Carrasco,1858,91.16905274488697,91.24797843665768,2226.464812712826,-0.7560818083961248,0.8207212055974166,5.382131324004305e-4,113,0.23503325942350334,0.42350332594235035,0.2018348623853211,0.31523517382413085,471911,4500000,2016
Carlos Torres,1147,90.21194420226678,90.03689407540395,2342.462857142857,0.056408020924149954,0.8168265039232782,8.718395815170009e-4,69,0.21568627450980393,0.35294117647058826,0.196,0.29852112676056336,448614,1050000,2016
Casey Fien,632,90.83069620253164,90.27895569620253,2511.265270506108,-0.2995253164556962,1.2031645569620253,0.0015822784810126582,34,0.29605263157894735,0.618421052631579,0.2302158273381295,0.4029113924050633,502272,2275000,2016
Charlie Morton,276,89.97826086956522,87.6677536231884,2349.565055762082,-0.9152173913043479,0.16884057971014493,0.0036231884057971015,19,0.24193548387096775,0.3225806451612903,0.22950819672131148,0.2977142857142857,450203,8000000,2016
Chris Archer,2922,91.6564681724846,90.77223942208462,2161.098445595855,-0.16064339493497604,1.0648528405201916,3.4223134839151266e-4,196,0.24174174174174173,0.4144144144144144,0.208398133748056,0.3168673050615595,502042,2916667,2016
Chris Hatcher,770,92.48922077922077,91.07503250975293,2240.8043775649794,-0.5033766233766234,1.2942857142857143,0.0012987012987012987,43,0.25316455696202533,0.47468354430379744,0.21333333333333335,0.35534090909090915,501822,1065000,2016
Chris Narveson,130,85.04307692307692,82.23571428571428,2216.55,0.5284615384615384,1.2384615384615385,0.007692307692307693,6,0.29411764705882354,0.5882352941176471,0.22580645161290322,0.41694444444444445,429780,1200000,2016
Chris Sale,3077,88.60257161458334,87.30953326713009,2215.5657104736492,0.8724934895833333,0.5070963541666667,3.2499187520311994e-4,206,0.22830440587449932,0.3818424566088118,0.19944979367262725,0.3058044554455446,519242,9150000,2016
Chris Tillman,2761,88.0511046722202,88.21838955386289,2164.777129521587,-0.38511408909815287,1.0631293009779066,3.621876131836291e-4,135,0.2408026755852843,0.40635451505016723,0.2170940170940171,0.3244610778443114,501957,6225000,2016
Clay Buchholz,2009,87.03822797411648,86.88639082751745,2251.9103343465044,-0.3343454454952713,0.8177202588352415,4.977600796416127e-4,81,0.2515991471215352,0.44989339019189767,0.2106430155210643,0.3415047619047619,453329,13000000,2016
Clayton Kershaw,2062,88.69704027171277,88.1839512195122,2329.9233759022763,-0.2079573022804464,1.1082969432314411,4.8496605237633366e-4,172,0.1844106463878327,0.26806083650190116,0.17148362235067438,0.21020408163265308,477132,33000000,2016
Clayton Richard,800,89.421,87.78657465495608,2085.959442332066,1.32625,0.57475,0.00125,28,0.33497536945812806,0.4187192118226601,0.3235294117647059,0.36572687224669603,453385,2000000,2016
Cody Allen,959,91.05354906054279,91.13493723849372,2532.5993657505287,-0.23789144050104385,0.9913361169102296,0.0010427528675703858,75,0.1724137931034483,0.32019704433497537,0.14213197969543148,0.2496846846846847,592102,4150000,2016
Cole Hamels,2785,88.87719928186715,88.81320685881066,2000.5935554741852,0.6548294434470378,0.989407540394973,3.590664272890485e-4,168,0.24454828660436137,0.3894080996884735,0.2170418006430868,0.3270914127423823,430935,22500000,2016
Corey Kluber,2879,90.17071899965266,90.48939978939978,2386.583993959985,-0.2469954845432442,0.9086141021187912,3.473428273706148e-4,211,0.20798898071625344,0.3333333333333333,0.18846694796061886,0.2721072796934866,446372,4700000,2016
Cory Luebke,221,88.45203619909502,87.67083333333333,2395.8141025641025,0.29728506787330317,0.9669683257918552,0.004524886877828055,9,0.38461538461538464,0.6410256410256411,0.34210526315789475,0.4982,458537,1000000,2016
Craig Kimbrel,799,94.77984981226533,94.21878940731399,2485.751948051948,-0.4374217772215269,0.7783479349186483,0.0012515644555694619,72,0.16049382716049382,0.2654320987654321,0.13836477987421383,0.26890052356020944,518886,11000000,2016
